<NUMBER OF NODES> 	14478
<NUMBER OF LINKS> 	54838
<END OF METADATA>		


~ 	init 	term 	: 	flow 	cost 	; 
	186 	3359 	: 	0 	inf 	; 
	187 	5246 	: 	0 	inf 	; 
	187 	7005 	: 	0 	75.9099 	; 
	188 	3175 	: 	1460.67 	70.0392 	; 
	188 	9758 	: 	0 	inf 	; 
	189 	8743 	: 	1512 	14.4605 	; 
	189 	10015 	: 	0 	inf 	; 
	189 	13993 	: 	0 	inf 	; 
	189 	13994 	: 	525.333 	170.263 	; 
	190 	6672 	: 	0 	inf 	; 
	190 	7312 	: 	18963.3 	5152.43 	; 
	191 	6295 	: 	6926.67 	122.636 	; 
	191 	8421 	: 	0 	inf 	; 
	192 	6614 	: 	0 	inf 	; 
	192 	6615 	: 	7236.31 	3.08616 	; 
	193 	138 	: 	0 	inf 	; 
	193 	6595 	: 	0 	inf 	; 
	193 	7136 	: 	19538.3 	97.2212 	; 
	193 	12643 	: 	0 	inf 	; 
	193 	12644 	: 	456 	44.7037 	; 
	194 	176 	: 	0 	inf 	; 
	194 	1880 	: 	9557.03 	38.5841 	; 
	194 	13547 	: 	0 	inf 	; 
	194 	13548 	: 	618 	75.6768 	; 
	195 	610 	: 	0 	inf 	; 
	195 	9943 	: 	10941.4 	41.9342 	; 
	195 	10514 	: 	945.333 	26.2224 	; 
	196 	4316 	: 	0 	inf 	; 
	196 	8263 	: 	0 	1.11285 	; 
	197 	1978 	: 	237.33 	5.774 	; 
	197 	5698 	: 	0 	inf 	; 
	198 	620 	: 	21795.7 	11.5362 	; 
	198 	9024 	: 	0 	inf 	; 
	198 	12679 	: 	0 	inf 	; 
	198 	12680 	: 	0 	172.138 	; 
	198 	12693 	: 	0 	inf 	; 
	198 	12694 	: 	167.333 	107.764 	; 
	199 	1882 	: 	10898.6 	5.66163 	; 
	199 	6169 	: 	0 	inf 	; 
	200 	3524 	: 	3812.54 	36.7815 	; 
	200 	4078 	: 	0 	inf 	; 
	201 	1820 	: 	0 	16.8493 	; 
	201 	8402 	: 	0 	4.97018 	; 
	201 	9666 	: 	0 	3.94245 	; 
	202 	3908 	: 	0 	0.263094 	; 
	202 	9801 	: 	0 	inf 	; 
	203 	8658 	: 	0 	inf 	; 
	203 	11510 	: 	13356.7 	2.37629 	; 
	203 	12503 	: 	0 	inf 	; 
	203 	12504 	: 	1864.67 	49.7128 	; 
	204 	2316 	: 	2780.03 	1.31033 	; 
	204 	6211 	: 	0 	inf 	; 
	205 	5922 	: 	0 	inf 	; 
	205 	6575 	: 	0 	inf 	; 
	205 	11352 	: 	1208 	4.6989 	; 
	206 	289 	: 	0 	inf 	; 
	206 	8550 	: 	13322.7 	11.4567 	; 
	206 	12915 	: 	0 	inf 	; 
	206 	12916 	: 	206.667 	73.0861 	; 
	207 	9151 	: 	0 	inf 	; 
	207 	10877 	: 	25292.7 	47.852 	; 
	207 	13555 	: 	0 	inf 	; 
	207 	13556 	: 	18 	198.985 	; 
	208 	7714 	: 	0 	inf 	; 
	208 	9309 	: 	5874.89 	3.33685 	; 
	208 	12573 	: 	0 	inf 	; 
	208 	12574 	: 	242 	129.608 	; 
	208 	12577 	: 	0 	inf 	; 
	208 	12578 	: 	1125.33 	77.7302 	; 
	209 	1821 	: 	0 	inf 	; 
	209 	5270 	: 	24996 	94.6379 	; 
	209 	9386 	: 	0 	inf 	; 
	209 	12671 	: 	0 	inf 	; 
	209 	12672 	: 	16.6667 	212.307 	; 
	209 	12757 	: 	0 	inf 	; 
	209 	12758 	: 	511.333 	46.1526 	; 
	209 	12765 	: 	0 	inf 	; 
	209 	12766 	: 	415.066 	158.815 	; 
	210 	1688 	: 	2835.33 	4.56876 	; 
	210 	4654 	: 	0 	inf 	; 
	211 	6512 	: 	0 	inf 	; 
	211 	9271 	: 	17912.3 	102.915 	; 
	211 	12071 	: 	0 	inf 	; 
	211 	12072 	: 	215.333 	118.784 	; 
	212 	6605 	: 	0 	inf 	; 
	212 	7275 	: 	7429.59 	1371.68 	; 
	212 	7920 	: 	19581.1 	55.3732 	; 
	213 	1584 	: 	0 	inf 	; 
	213 	4400 	: 	16423.9 	105.497 	; 
	214 	7846 	: 	0 	22.4148 	; 
	214 	11219 	: 	0 	224.262 	; 
	215 	2255 	: 	0 	inf 	; 
	215 	9703 	: 	202.667 	17.9631 	; 
	216 	425 	: 	0 	inf 	; 
	216 	7522 	: 	25782.9 	41.5967 	; 
	217 	2465 	: 	1982 	9.75628 	; 
	217 	3459 	: 	0 	inf 	; 
	217 	8114 	: 	3488 	24.9877 	; 
	217 	12675 	: 	0 	inf 	; 
	217 	12676 	: 	22.6667 	42.2674 	; 
	217 	12755 	: 	0 	inf 	; 
	217 	12756 	: 	120 	51.2959 	; 
	218 	2812 	: 	6196 	21.6964 	; 
	218 	3917 	: 	0 	inf 	; 
	218 	14143 	: 	0 	inf 	; 
	218 	14144 	: 	0 	620.24 	; 
	219 	2194 	: 	0 	inf 	; 
	219 	6725 	: 	0 	15.5494 	; 
	219 	12255 	: 	0 	inf 	; 
	219 	12256 	: 	264.667 	497.94 	; 
	219 	12261 	: 	0 	inf 	; 
	219 	12262 	: 	36 	267.954 	; 
	220 	1826 	: 	1460.67 	1.55102 	; 
	220 	4788 	: 	0 	inf 	; 
	221 	222 	: 	2086.12 	9.30448 	; 
	221 	6641 	: 	0 	inf 	; 
	222 	221 	: 	0 	inf 	; 
	222 	7593 	: 	2086.12 	29.3187 	; 
	223 	2299 	: 	11557.1 	6.49444 	; 
	223 	3962 	: 	0 	inf 	; 
	224 	5005 	: 	5685.33 	5.38374 	; 
	224 	10483 	: 	0 	inf 	; 
	224 	12509 	: 	0 	inf 	; 
	224 	12510 	: 	0 	79.0458 	; 
	225 	5423 	: 	1557.78 	20.9861 	; 
	225 	7955 	: 	10072.8 	28.6918 	; 
	225 	8267 	: 	0 	inf 	; 
	225 	12395 	: 	0 	inf 	; 
	225 	12396 	: 	0 	177.747 	; 
	226 	546 	: 	14904.8 	54.4137 	; 
	226 	6546 	: 	0 	inf 	; 
	226 	13283 	: 	0 	inf 	; 
	226 	13284 	: 	275.333 	135.624 	; 
	227 	5867 	: 	0 	inf 	; 
	227 	10928 	: 	3194.7 	13.3712 	; 
	227 	12463 	: 	0 	inf 	; 
	227 	12464 	: 	30.6667 	116.12 	; 
	228 	1283 	: 	0 	inf 	; 
	228 	2912 	: 	0 	4.09289 	; 
	229 	230 	: 	0 	inf 	; 
	229 	2168 	: 	0 	inf 	; 
	229 	9478 	: 	10912.4 	38.8471 	; 
	230 	229 	: 	7386.45 	6.74017 	; 
	230 	2637 	: 	0 	inf 	; 
	231 	1275 	: 	0 	inf 	; 
	231 	4179 	: 	7355.71 	4.19309 	; 
	231 	13815 	: 	0 	inf 	; 
	231 	13816 	: 	327.333 	148.58 	; 
	232 	2427 	: 	0 	inf 	; 
	232 	3732 	: 	0 	inf 	; 
	232 	4528 	: 	2.07478e-12 	22.8238 	; 
	233 	5553 	: 	1363.47 	22.7623 	; 
	233 	10888 	: 	4393.86 	29.0925 	; 
	233 	11130 	: 	0 	inf 	; 
	234 	2080 	: 	1064.2 	4.45433 	; 
	234 	2463 	: 	0 	inf 	; 
	234 	8099 	: 	2245.99 	8.03211 	; 
	235 	7983 	: 	0 	inf 	; 
	235 	8693 	: 	353.067 	20.6882 	; 
	236 	237 	: 	0 	inf 	; 
	236 	6167 	: 	5131.33 	183.414 	; 
	236 	6230 	: 	5019.23 	155.001 	; 
	237 	236 	: 	10150.6 	602.939 	; 
	237 	4395 	: 	0 	inf 	; 
	237 	6166 	: 	0 	inf 	; 
	238 	7131 	: 	0 	inf 	; 
	238 	9554 	: 	7305.23 	11.0511 	; 
	239 	2332 	: 	1870.67 	17.9816 	; 
	239 	8065 	: 	0 	inf 	; 
	240 	558 	: 	3460.19 	2.73159 	; 
	240 	9129 	: 	12826.3 	32.6553 	; 
	240 	10590 	: 	0 	inf 	; 
	240 	12227 	: 	0 	inf 	; 
	240 	12228 	: 	56.6667 	230.166 	; 
	240 	12231 	: 	0 	inf 	; 
	240 	12232 	: 	278 	85.7242 	; 
	241 	618 	: 	0 	inf 	; 
	241 	3994 	: 	0 	inf 	; 
	241 	6003 	: 	2779.33 	27.2391 	; 
	242 	3296 	: 	0 	inf 	; 
	242 	8328 	: 	1384.06 	17.5269 	; 
	242 	12825 	: 	0 	inf 	; 
	242 	12826 	: 	494 	189.528 	; 
	242 	12827 	: 	0 	inf 	; 
	242 	12828 	: 	11.3333 	429.83 	; 
	242 	12833 	: 	0 	inf 	; 
	242 	12834 	: 	40 	123.722 	; 
	243 	3837 	: 	0 	inf 	; 
	243 	5366 	: 	0 	1.87351 	; 
	244 	2024 	: 	0 	inf 	; 
	244 	6896 	: 	3291.01 	48.6789 	; 
	244 	12115 	: 	0 	inf 	; 
	244 	12116 	: 	0 	214.169 	; 
	244 	12117 	: 	0 	inf 	; 
	244 	12118 	: 	1.33333 	226.737 	; 
	244 	12121 	: 	0 	inf 	; 
	244 	12122 	: 	780 	29.6443 	; 
	244 	12123 	: 	0 	inf 	; 
	244 	12124 	: 	0 	142.106 	; 
	244 	12143 	: 	0 	inf 	; 
	244 	12144 	: 	59.3333 	238.871 	; 
	245 	8669 	: 	694.667 	6.04339 	; 
	245 	9442 	: 	0 	inf 	; 
	245 	12537 	: 	0 	inf 	; 
	245 	12538 	: 	0 	71.5772 	; 
	245 	12555 	: 	0 	inf 	; 
	245 	12556 	: 	0 	64.5069 	; 
	246 	3358 	: 	0 	inf 	; 
	246 	3750 	: 	18788.7 	26.9837 	; 
	246 	13875 	: 	0 	inf 	; 
	246 	13876 	: 	0 	222.841 	; 
	246 	13887 	: 	0 	inf 	; 
	246 	13888 	: 	415.333 	651.198 	; 
	247 	636 	: 	0 	inf 	; 
	247 	6247 	: 	0 	inf 	; 
	247 	11498 	: 	9604.67 	579.591 	; 
	248 	7059 	: 	6926.67 	391.624 	; 
	248 	10839 	: 	0 	inf 	; 
	249 	250 	: 	0 	inf 	; 
	249 	7333 	: 	21722 	27.3627 	; 
	249 	13183 	: 	0 	inf 	; 
	249 	13184 	: 	268.667 	201.358 	; 
	250 	249 	: 	21990.7 	8.65566 	; 
	250 	10965 	: 	0 	inf 	; 
	250 	13161 	: 	0 	inf 	; 
	250 	13162 	: 	361.333 	258.672 	; 
	250 	13183 	: 	0 	inf 	; 
	250 	13184 	: 	1104 	205.156 	; 
	251 	833 	: 	20727.4 	530.884 	; 
	251 	6937 	: 	0 	inf 	; 
	251 	13531 	: 	0 	inf 	; 
	251 	13532 	: 	44.6667 	14.7089 	; 
	251 	13537 	: 	0 	inf 	; 
	251 	13538 	: 	10 	91.3721 	; 
	251 	13549 	: 	0 	inf 	; 
	251 	13550 	: 	4 	140.765 	; 
	252 	3956 	: 	0 	inf 	; 
	252 	7737 	: 	5972 	2.3268 	; 
	253 	169 	: 	7416.91 	2.71507 	; 
	253 	10824 	: 	0 	inf 	; 
	254 	256 	: 	0 	inf 	; 
	254 	5854 	: 	8170 	1.95365 	; 
	254 	13015 	: 	0 	inf 	; 
	254 	13016 	: 	460.667 	213.479 	; 
	255 	3793 	: 	0 	inf 	; 
	255 	7383 	: 	3282 	27.7072 	; 
	256 	254 	: 	8630.67 	8.86825 	; 
	256 	787 	: 	0 	inf 	; 
	257 	1526 	: 	0 	inf 	; 
	257 	3762 	: 	19049.7 	4.44119 	; 
	257 	13915 	: 	0 	inf 	; 
	257 	13916 	: 	701.333 	91.4649 	; 
	258 	3930 	: 	1167.33 	64.7903 	; 
	258 	7806 	: 	2101.33 	36.4463 	; 
	258 	12161 	: 	0 	inf 	; 
	258 	12162 	: 	0 	541.45 	; 
	259 	2269 	: 	0 	inf 	; 
	259 	11566 	: 	14283.2 	1.9555 	; 
	260 	457 	: 	0 	inf 	; 
	260 	7069 	: 	16722.3 	86.9569 	; 
	260 	13045 	: 	0 	inf 	; 
	260 	13046 	: 	1119.33 	107.418 	; 
	261 	4028 	: 	0 	inf 	; 
	261 	8829 	: 	10927 	29.3795 	; 
	262 	5463 	: 	19228.4 	134.829 	; 
	262 	5928 	: 	0 	inf 	; 
	263 	5864 	: 	0 	inf 	; 
	263 	10764 	: 	2168.85 	9.26919 	; 
	263 	13699 	: 	0 	inf 	; 
	263 	13700 	: 	0 	198.139 	; 
	263 	13705 	: 	0 	inf 	; 
	263 	13706 	: 	0 	263.911 	; 
	264 	8274 	: 	2748.85 	45.162 	; 
	264 	10764 	: 	0 	inf 	; 
	264 	13685 	: 	0 	inf 	; 
	264 	13686 	: 	331.333 	212.911 	; 
	264 	13697 	: 	0 	inf 	; 
	264 	13698 	: 	1029.33 	101.71 	; 
	264 	13699 	: 	0 	inf 	; 
	264 	13700 	: 	452.667 	161.899 	; 
	264 	13705 	: 	0 	inf 	; 
	264 	13706 	: 	260.667 	255.825 	; 
	265 	3892 	: 	0 	inf 	; 
	265 	8025 	: 	5716.67 	7.40541 	; 
	266 	4652 	: 	0 	inf 	; 
	266 	10223 	: 	9980.56 	60.6116 	; 
	267 	4523 	: 	15060.5 	95.8454 	; 
	267 	5719 	: 	0 	inf 	; 
	267 	12349 	: 	0 	inf 	; 
	267 	12350 	: 	428 	88.0706 	; 
	268 	4113 	: 	15785.9 	1.83647 	; 
	268 	4116 	: 	0 	inf 	; 
	268 	13065 	: 	0 	inf 	; 
	268 	13066 	: 	127.333 	111.481 	; 
	268 	13069 	: 	0 	inf 	; 
	268 	13070 	: 	28 	94.6453 	; 
	269 	7680 	: 	0 	inf 	; 
	269 	7828 	: 	3308.67 	2.87574 	; 
	270 	1639 	: 	0 	inf 	; 
	270 	3924 	: 	0 	36.3676 	; 
	270 	8947 	: 	0 	3.06464 	; 
	271 	5713 	: 	12974.7 	121.589 	; 
	271 	6276 	: 	0 	inf 	; 
	272 	3818 	: 	0 	inf 	; 
	272 	8727 	: 	10483.4 	2.81022 	; 
	273 	1692 	: 	9982.03 	23.4182 	; 
	273 	8577 	: 	0 	inf 	; 
	273 	11757 	: 	0 	inf 	; 
	273 	11758 	: 	12 	428.323 	; 
	273 	11759 	: 	0 	inf 	; 
	273 	11760 	: 	2.66667 	487.048 	; 
	273 	11761 	: 	0 	inf 	; 
	273 	11762 	: 	7.33333 	388.285 	; 
	273 	11763 	: 	0 	inf 	; 
	273 	11764 	: 	4 	323.823 	; 
	273 	11829 	: 	0 	inf 	; 
	273 	11830 	: 	6.66667 	259.406 	; 
	273 	11831 	: 	0 	inf 	; 
	273 	11832 	: 	28.6667 	171.314 	; 
	273 	11833 	: 	0 	inf 	; 
	273 	11834 	: 	152 	176.046 	; 
	273 	11837 	: 	0 	inf 	; 
	273 	11838 	: 	0 	81.2588 	; 
	273 	11839 	: 	0 	inf 	; 
	273 	11840 	: 	31.3333 	56.4256 	; 
	274 	349 	: 	0 	36.2941 	; 
	274 	5277 	: 	0 	inf 	; 
	274 	9809 	: 	0 	inf 	; 
	275 	6857 	: 	0 	inf 	; 
	275 	9430 	: 	12697.7 	7.60984 	; 
	276 	4246 	: 	1261.86 	5.01781 	; 
	276 	11117 	: 	0 	inf 	; 
	276 	13187 	: 	0 	inf 	; 
	276 	13188 	: 	610.667 	76.8519 	; 
	276 	13203 	: 	0 	inf 	; 
	276 	13204 	: 	290 	81.1396 	; 
	277 	1717 	: 	0 	inf 	; 
	277 	6601 	: 	0 	29.8285 	; 
	278 	3808 	: 	2604.49 	27.6949 	; 
	278 	6273 	: 	0 	inf 	; 
	278 	12189 	: 	0 	inf 	; 
	278 	12190 	: 	0 	177.151 	; 
	278 	12191 	: 	0 	inf 	; 
	278 	12192 	: 	0 	41.255 	; 
	279 	388 	: 	3308.67 	2.05386 	; 
	279 	9169 	: 	0 	inf 	; 
	280 	385 	: 	0 	inf 	; 
	280 	1499 	: 	0 	11.2757 	; 
	281 	4156 	: 	9377.28 	29.5271 	; 
	281 	9935 	: 	0 	inf 	; 
	282 	4834 	: 	0 	14.0183 	; 
	282 	9944 	: 	0 	inf 	; 
	283 	6833 	: 	0 	inf 	; 
	283 	7484 	: 	12741.8 	10.5699 	; 
	283 	12325 	: 	0 	inf 	; 
	283 	12326 	: 	20.6667 	63.3298 	; 
	283 	12371 	: 	0 	inf 	; 
	283 	12372 	: 	74.6667 	76.2574 	; 
	284 	702 	: 	0 	inf 	; 
	284 	9067 	: 	9618.67 	46.0737 	; 
	285 	8692 	: 	2565.26 	5.54721 	; 
	285 	10806 	: 	0 	inf 	; 
	286 	4077 	: 	0 	inf 	; 
	286 	7810 	: 	0 	inf 	; 
	286 	9076 	: 	4121.85 	69.414 	; 
	287 	878 	: 	15712 	825.895 	; 
	287 	3050 	: 	0 	inf 	; 
	287 	14251 	: 	0 	inf 	; 
	287 	14252 	: 	0 	571.924 	; 
	287 	14259 	: 	0 	inf 	; 
	287 	14260 	: 	0 	258.827 	; 
	288 	1673 	: 	4418.53 	34.8317 	; 
	288 	3277 	: 	0 	inf 	; 
	289 	206 	: 	13529.3 	29.4363 	; 
	289 	5353 	: 	0 	inf 	; 
	290 	2567 	: 	0 	50.5168 	; 
	290 	11548 	: 	0 	inf 	; 
	291 	5693 	: 	0 	inf 	; 
	291 	9866 	: 	0 	inf 	; 
	291 	10630 	: 	0 	11.4329 	; 
	292 	6307 	: 	15315.5 	5.60657 	; 
	292 	11398 	: 	0 	inf 	; 
	293 	4226 	: 	3817.33 	3.10493 	; 
	293 	5534 	: 	4313.33 	4.49664 	; 
	293 	11029 	: 	0 	inf 	; 
	294 	3496 	: 	12619.6 	10.5993 	; 
	294 	8203 	: 	0 	inf 	; 
	295 	8505 	: 	0 	34.9013 	; 
	295 	9090 	: 	0 	inf 	; 
	296 	6478 	: 	0 	inf 	; 
	296 	10800 	: 	0 	2.26799 	; 
	297 	3107 	: 	0 	inf 	; 
	297 	8064 	: 	14516.7 	12.901 	; 
	298 	7753 	: 	0 	inf 	; 
	298 	8609 	: 	1549.33 	17.8293 	; 
	299 	54 	: 	0 	inf 	; 
	299 	880 	: 	92 	91.6585 	; 
	300 	743 	: 	0 	inf 	; 
	300 	3972 	: 	17841.6 	37.2546 	; 
	300 	4627 	: 	0 	inf 	; 
	301 	2765 	: 	1552.67 	87.9622 	; 
	301 	5416 	: 	0 	inf 	; 
	301 	10349 	: 	0 	inf 	; 
	302 	3998 	: 	11295.4 	22.8912 	; 
	302 	9537 	: 	0 	inf 	; 
	302 	14053 	: 	0 	inf 	; 
	302 	14054 	: 	0 	129.178 	; 
	303 	3529 	: 	0 	inf 	; 
	303 	10012 	: 	14058.7 	3549.56 	; 
	303 	14399 	: 	0 	inf 	; 
	303 	14400 	: 	198 	2911.67 	; 
	304 	2621 	: 	3674.86 	5.54207 	; 
	304 	8117 	: 	0 	inf 	; 
	304 	12249 	: 	0 	inf 	; 
	304 	12250 	: 	139.333 	250.837 	; 
	305 	9880 	: 	3922.75 	5.67587 	; 
	305 	10208 	: 	0 	inf 	; 
	306 	6731 	: 	11171 	7.526 	; 
	306 	8978 	: 	0 	inf 	; 
	306 	13501 	: 	0 	inf 	; 
	306 	13502 	: 	363.333 	131.116 	; 
	307 	5185 	: 	14257.1 	383.025 	; 
	307 	9411 	: 	0 	inf 	; 
	307 	11462 	: 	0 	inf 	; 
	307 	12549 	: 	0 	inf 	; 
	307 	12550 	: 	588 	224.692 	; 
	307 	12553 	: 	0 	inf 	; 
	307 	12554 	: 	176.667 	140.078 	; 
	307 	12555 	: 	0 	inf 	; 
	307 	12556 	: 	272 	44.2655 	; 
	308 	9904 	: 	0 	inf 	; 
	308 	10246 	: 	11260 	123.571 	; 
	308 	13297 	: 	0 	inf 	; 
	308 	13298 	: 	183.333 	187.218 	; 
	309 	4445 	: 	1976.61 	36.5613 	; 
	309 	6346 	: 	0 	inf 	; 
	310 	1916 	: 	0 	inf 	; 
	310 	2442 	: 	0 	41.0667 	; 
	310 	12965 	: 	0 	inf 	; 
	310 	12966 	: 	88 	262.299 	; 
	311 	3840 	: 	3784.99 	30.2815 	; 
	311 	6282 	: 	0 	inf 	; 
	312 	1429 	: 	7817.33 	3.86302 	; 
	312 	3131 	: 	0 	inf 	; 
	312 	7619 	: 	0 	inf 	; 
	313 	7745 	: 	0 	inf 	; 
	313 	10889 	: 	92 	26.641 	; 
	314 	4450 	: 	0 	inf 	; 
	314 	5376 	: 	3860 	66.0955 	; 
	315 	8423 	: 	0 	inf 	; 
	315 	10403 	: 	3308.67 	16.2938 	; 
	316 	7370 	: 	8540.68 	125.825 	; 
	316 	8407 	: 	0 	inf 	; 
	316 	13389 	: 	0 	inf 	; 
	316 	13390 	: 	24 	151.953 	; 
	317 	320 	: 	0 	inf 	; 
	317 	11246 	: 	10089 	23.8307 	; 
	318 	1669 	: 	0 	inf 	; 
	318 	8205 	: 	13990.6 	7.50235 	; 
	318 	13563 	: 	0 	inf 	; 
	318 	13564 	: 	252 	113.74 	; 
	319 	8471 	: 	0 	inf 	; 
	319 	9482 	: 	14232.6 	4.27892 	; 
	319 	13565 	: 	0 	inf 	; 
	319 	13566 	: 	66 	35.6044 	; 
	319 	13595 	: 	0 	inf 	; 
	319 	13596 	: 	269.333 	343.964 	; 
	320 	317 	: 	10089 	2.50756 	; 
	320 	2400 	: 	0 	inf 	; 
	321 	757 	: 	178 	2.33284 	; 
	321 	758 	: 	0 	inf 	; 
	321 	14181 	: 	0 	inf 	; 
	321 	14182 	: 	2220 	128.087 	; 
	321 	14183 	: 	0 	inf 	; 
	321 	14184 	: 	0 	139.346 	; 
	321 	14215 	: 	0 	inf 	; 
	321 	14216 	: 	0 	2007.02 	; 
	322 	4259 	: 	0 	inf 	; 
	322 	7604 	: 	4075.03 	4.0097 	; 
	322 	10419 	: 	0 	inf 	; 
	323 	7262 	: 	0 	0.553626 	; 
	323 	8505 	: 	0 	inf 	; 
	324 	7570 	: 	11221.5 	3.9879 	; 
	324 	9136 	: 	0 	inf 	; 
	324 	12705 	: 	0 	inf 	; 
	324 	12706 	: 	0 	216.633 	; 
	325 	5477 	: 	3973.31 	1.55633 	; 
	325 	9952 	: 	0 	inf 	; 
	326 	6343 	: 	0 	inf 	; 
	326 	9208 	: 	13446.1 	3.84362 	; 
	326 	11921 	: 	0 	inf 	; 
	326 	11922 	: 	378 	128.405 	; 
	326 	11923 	: 	0 	inf 	; 
	326 	11924 	: 	222.667 	45.114 	; 
	326 	11925 	: 	0 	inf 	; 
	326 	11926 	: 	4 	65.8991 	; 
	326 	11927 	: 	0 	inf 	; 
	326 	11928 	: 	230 	185.459 	; 
	327 	9208 	: 	0 	inf 	; 
	327 	11410 	: 	13560.8 	76.7524 	; 
	327 	11751 	: 	0 	inf 	; 
	327 	11752 	: 	892.667 	228.585 	; 
	327 	11921 	: 	0 	inf 	; 
	327 	11922 	: 	1.33333 	128.83 	; 
	327 	11923 	: 	0 	inf 	; 
	327 	11924 	: 	4 	45.4172 	; 
	328 	2408 	: 	0 	inf 	; 
	328 	2813 	: 	6475.33 	3.14597 	; 
	328 	13085 	: 	0 	inf 	; 
	328 	13086 	: 	174.667 	106.394 	; 
	329 	3161 	: 	11238.4 	8.30721 	; 
	329 	4469 	: 	3366.29 	10.1575 	; 
	329 	9377 	: 	0 	inf 	; 
	329 	13763 	: 	0 	inf 	; 
	329 	13764 	: 	0 	101.657 	; 
	330 	6674 	: 	0 	inf 	; 
	330 	9773 	: 	4687.97 	3.51507 	; 
	331 	1207 	: 	0 	inf 	; 
	331 	3217 	: 	17860.4 	17.8081 	; 
	331 	5112 	: 	0 	inf 	; 
	332 	7738 	: 	0 	inf 	; 
	332 	8085 	: 	7027.5 	3.23524 	; 
	333 	3470 	: 	8717.33 	24.7024 	; 
	333 	4127 	: 	0 	inf 	; 
	334 	7135 	: 	0 	inf 	; 
	334 	9603 	: 	92 	2.91827 	; 
	335 	7622 	: 	0 	inf 	; 
	335 	9534 	: 	8336.48 	12.9353 	; 
	335 	9671 	: 	2870.35 	9.23224 	; 
	336 	3955 	: 	3308.67 	1.30864 	; 
	336 	8424 	: 	0 	inf 	; 
	337 	886 	: 	1653.24 	44.0866 	; 
	337 	11100 	: 	0 	inf 	; 
	338 	6866 	: 	13664.7 	7.61049 	; 
	338 	7958 	: 	0 	inf 	; 
	338 	12701 	: 	0 	inf 	; 
	338 	12702 	: 	0 	51.1308 	; 
	339 	341 	: 	0 	6.97941 	; 
	339 	5949 	: 	0 	inf 	; 
	340 	9470 	: 	0 	2.41025 	; 
	340 	9471 	: 	0 	inf 	; 
	341 	339 	: 	0 	inf 	; 
	341 	10694 	: 	0 	30.1512 	; 
	342 	2164 	: 	0 	inf 	; 
	342 	7143 	: 	15328.6 	68.2496 	; 
	343 	4046 	: 	1137.33 	25.2829 	; 
	343 	5952 	: 	0 	inf 	; 
	343 	12213 	: 	0 	inf 	; 
	343 	12214 	: 	10 	356.653 	; 
	343 	12215 	: 	0 	inf 	; 
	343 	12216 	: 	72.6667 	356.411 	; 
	344 	6248 	: 	0 	inf 	; 
	344 	7188 	: 	2564.67 	125.015 	; 
	344 	14187 	: 	0 	inf 	; 
	344 	14188 	: 	0 	489.47 	; 
	345 	2518 	: 	1460.67 	1.26823 	; 
	345 	9743 	: 	0 	inf 	; 
	346 	6820 	: 	638 	3.11848 	; 
	346 	7777 	: 	5999.29 	239.153 	; 
	347 	9121 	: 	0 	inf 	; 
	347 	9580 	: 	12503.3 	28.2662 	; 
	347 	12269 	: 	0 	inf 	; 
	347 	12270 	: 	3578 	130.383 	; 
	347 	12273 	: 	0 	inf 	; 
	347 	12274 	: 	6 	386.398 	; 
	348 	968 	: 	0 	inf 	; 
	348 	7813 	: 	9872.2 	6.46194 	; 
	349 	28 	: 	0 	15.2142 	; 
	349 	274 	: 	0 	inf 	; 
	349 	1717 	: 	0 	13.4738 	; 
	350 	2449 	: 	21234.7 	45.1113 	; 
	350 	11315 	: 	0 	inf 	; 
	350 	12295 	: 	0 	inf 	; 
	350 	12296 	: 	755.333 	97.2649 	; 
	350 	12297 	: 	0 	inf 	; 
	350 	12298 	: 	182 	253.223 	; 
	350 	12299 	: 	0 	inf 	; 
	350 	12300 	: 	57.3333 	273.667 	; 
	351 	8774 	: 	92 	2.81849 	; 
	351 	9164 	: 	0 	inf 	; 
	352 	5520 	: 	8323.33 	14.1391 	; 
	352 	8400 	: 	0 	inf 	; 
	353 	1258 	: 	0 	12.5378 	; 
	353 	3336 	: 	0 	11.9138 	; 
	353 	9239 	: 	0 	inf 	; 
	354 	5857 	: 	0 	inf 	; 
	354 	6339 	: 	9198.55 	22.3251 	; 
	354 	7091 	: 	9091.5 	4032.33 	; 
	355 	782 	: 	0 	16.3927 	; 
	355 	10882 	: 	0 	inf 	; 
	356 	4144 	: 	0 	inf 	; 
	356 	11519 	: 	0 	3.56202 	; 
	357 	779 	: 	0 	13.1722 	; 
	357 	10256 	: 	0 	inf 	; 
	358 	4252 	: 	0 	inf 	; 
	358 	7837 	: 	3308.67 	1.89902 	; 
	359 	9462 	: 	0 	3.96266 	; 
	359 	9882 	: 	0 	inf 	; 
	360 	3343 	: 	0 	3.24937 	; 
	360 	11189 	: 	0 	inf 	; 
	361 	522 	: 	18359.9 	34.53 	; 
	361 	11347 	: 	0 	inf 	; 
	362 	6590 	: 	0 	inf 	; 
	362 	8985 	: 	0 	14.707 	; 
	363 	908 	: 	0 	inf 	; 
	363 	5485 	: 	0 	2.58206 	; 
	364 	5722 	: 	0 	inf 	; 
	364 	9380 	: 	6912.67 	4.36805 	; 
	365 	367 	: 	6349.14 	76.7546 	; 
	365 	8283 	: 	0 	inf 	; 
	366 	4936 	: 	2117.69 	2.56675 	; 
	366 	7101 	: 	0 	inf 	; 
	366 	12377 	: 	0 	inf 	; 
	366 	12378 	: 	0 	128.274 	; 
